dim0,dim1,dim2,dim3,dim4,dim5,dim6,y
168.0,-35.02800000000003,-66.88199999999999,2.5940000000000225,8.526000000000039,-36.20399999999995,-88.51799999999996,1.0
138.0,-65.02800000000002,-36.88199999999999,-37.40599999999998,48.52600000000004,-46.20399999999995,-58.51799999999996,1.0
268.0,-65.02800000000002,-26.88199999999999,-27.405999999999977,-61.47399999999996,-66.20399999999995,-28.517999999999958,1.0
358.0,-65.02800000000002,-46.88199999999999,192.59400000000002,-11.473999999999961,-26.20399999999995,-38.51799999999996,1.0
358.0,-55.02800000000003,-66.88199999999999,-7.4059999999999775,-101.47399999999996,-36.20399999999995,-78.51799999999996,1.0
418.0,-125.02800000000002,-146.882,162.59400000000002,-91.47399999999996,-66.20399999999995,-68.51799999999996,1.0
428.0,-75.02800000000002,-36.88199999999999,162.59400000000002,-91.47399999999996,-66.20399999999995,-68.51799999999996,1.0
408.0,-45.02800000000003,-66.88199999999999,182.59400000000002,-91.47399999999996,-106.20399999999995,-88.51799999999996,1.0
408.0,-55.02800000000003,-76.88199999999999,182.59400000000002,-91.47399999999996,-96.20399999999995,-128.51799999999997,1.0
428.0,-75.02800000000002,-116.88199999999999,142.59400000000002,-121.47399999999996,-106.20399999999995,-78.51799999999996,1.0
398.0,-45.02800000000003,-46.88199999999999,132.59400000000002,-91.47399999999996,-76.20399999999995,-108.51799999999996,1.0
168.0,-45.02800000000003,3.118000000000009,-67.40599999999998,-51.47399999999996,-66.20399999999995,-28.517999999999958,1.0
178.0,-15.028000000000027,-46.88199999999999,-37.40599999999998,-11.473999999999961,-6.203999999999951,-188.51799999999997,1.0
148.0,-35.02800000000003,-16.88199999999999,-17.405999999999977,-21.47399999999996,3.796000000000049,-38.51799999999996,1.0
138.0,-15.028000000000027,-26.88199999999999,-17.405999999999977,-1.4739999999999611,-16.20399999999995,-38.51799999999996,1.0
128.0,-25.028000000000027,-46.88199999999999,-27.405999999999977,-101.47399999999996,-96.20399999999995,-78.51799999999996,1.0
128.0,-35.02800000000003,-16.88199999999999,-37.40599999999998,8.526000000000039,-36.20399999999995,-88.51799999999996,1.0
148.0,-35.02800000000003,-6.881999999999991,-27.405999999999977,-51.47399999999996,-86.20399999999995,-98.51799999999996,1.0
158.0,-75.02800000000002,-46.88199999999999,-37.40599999999998,8.526000000000039,-86.20399999999995,-98.51799999999996,1.0
118.0,-25.028000000000027,-56.88199999999999,-17.405999999999977,-11.473999999999961,-96.20399999999995,-108.51799999999996,1.0
98.0,-55.02800000000003,-86.88199999999999,-27.405999999999977,-31.47399999999996,-86.20399999999995,-108.51799999999996,1.0
168.0,-45.02800000000003,-86.88199999999999,-27.405999999999977,-21.47399999999996,-46.20399999999995,-68.51799999999996,1.0
48.0,-25.028000000000027,-96.88199999999999,-17.405999999999977,28.52600000000004,-76.20399999999995,-108.51799999999996,1.0
48.0,-25.028000000000027,-56.88199999999999,-27.405999999999977,18.52600000000004,-96.20399999999995,-168.51799999999997,1.0
88.0,-15.028000000000027,-56.88199999999999,-127.40599999999998,-21.47399999999996,-56.20399999999995,-88.51799999999996,1.0
148.0,-25.028000000000027,-36.88199999999999,-87.40599999999998,-91.47399999999996,-116.20399999999995,-88.51799999999996,1.0
98.0,-35.02800000000003,-56.88199999999999,-57.40599999999998,-61.47399999999996,-46.20399999999995,-48.51799999999996,1.0
128.0,-45.02800000000003,-26.88199999999999,-7.4059999999999775,-31.47399999999996,-46.20399999999995,-158.51799999999997,1.0
128.0,-35.02800000000003,-16.88199999999999,-47.40599999999998,-41.47399999999996,-46.20399999999995,-78.51799999999996,1.0
98.0,-15.028000000000027,-46.88199999999999,-7.4059999999999775,-1.4739999999999611,-96.20399999999995,-98.51799999999996,1.0
108.0,-25.028000000000027,-26.88199999999999,-77.40599999999998,-21.47399999999996,-66.20399999999995,-58.51799999999996,1.0
128.0,-55.02800000000003,-26.88199999999999,-97.40599999999998,-81.47399999999996,-116.20399999999995,-128.51799999999997,1.0
138.0,-75.02800000000002,-36.88199999999999,-47.40599999999998,-11.473999999999961,-56.20399999999995,-108.51799999999996,1.0
158.0,-35.02800000000003,-36.88199999999999,-67.40599999999998,-31.47399999999996,-66.20399999999995,-118.51799999999996,1.0
138.0,-15.028000000000027,3.118000000000009,-47.40599999999998,-1.4739999999999611,-96.20399999999995,-48.51799999999996,1.0
118.0,-55.02800000000003,3.118000000000009,-87.40599999999998,-51.47399999999996,-116.20399999999995,-98.51799999999996,1.0
118.0,-35.02800000000003,-86.88199999999999,-67.40599999999998,8.526000000000039,-106.20399999999995,-78.51799999999996,1.0
108.0,-35.02800000000003,-36.88199999999999,-87.40599999999998,18.52600000000004,-86.20399999999995,-58.51799999999996,1.0
138.0,-65.02800000000002,-46.88199999999999,-77.40599999999998,-1.4739999999999611,-86.20399999999995,-88.51799999999996,1.0
108.0,-35.02800000000003,-56.88199999999999,-47.40599999999998,-21.47399999999996,-106.20399999999995,-118.51799999999996,1.0
148.0,-55.02800000000003,23.11800000000001,-47.40599999999998,-21.47399999999996,-46.20399999999995,-68.51799999999996,1.0
138.0,-5.028000000000027,3.118000000000009,-87.40599999999998,-21.47399999999996,-56.20399999999995,1.482000000000042,1.0
128.0,4.971999999999973,3.118000000000009,-27.405999999999977,-31.47399999999996,-56.20399999999995,-118.51799999999996,1.0
158.0,-45.02800000000003,-56.88199999999999,-27.405999999999977,-61.47399999999996,-46.20399999999995,1.482000000000042,1.0
148.0,-35.02800000000003,-46.88199999999999,-17.405999999999977,8.526000000000039,-56.20399999999995,-88.51799999999996,1.0
108.0,-25.028000000000027,-116.88199999999999,72.59400000000002,-21.47399999999996,-66.20399999999995,-128.51799999999997,1.0
168.0,-5.028000000000027,-16.88199999999999,-27.405999999999977,-91.47399999999996,-56.20399999999995,21.482000000000042,1.0
168.0,-45.02800000000003,-36.88199999999999,-17.405999999999977,-61.47399999999996,3.796000000000049,-68.51799999999996,1.0
148.0,-95.02800000000002,-66.88199999999999,-47.40599999999998,-91.47399999999996,-46.20399999999995,-78.51799999999996,1.0
168.0,4.971999999999973,-76.88199999999999,-67.40599999999998,-131.47399999999996,-86.20399999999995,-28.517999999999958,1.0
158.0,-75.02800000000002,-26.88199999999999,-87.40599999999998,-151.47399999999996,-6.203999999999951,-28.517999999999958,1.0
148.0,-55.02800000000003,-16.88199999999999,-67.40599999999998,-151.47399999999996,-56.20399999999995,1.482000000000042,1.0
168.0,-55.02800000000003,-56.88199999999999,-27.405999999999977,18.52600000000004,-6.203999999999951,-88.51799999999996,1.0
168.0,-45.02800000000003,-36.88199999999999,-57.40599999999998,-101.47399999999996,-56.20399999999995,-48.51799999999996,1.0
338.0,-25.028000000000027,-96.88199999999999,-27.405999999999977,-81.47399999999996,-66.20399999999995,-28.517999999999958,1.0
158.0,-25.028000000000027,-36.88199999999999,-27.405999999999977,-61.47399999999996,-136.20399999999995,-58.51799999999996,1.0
168.0,-65.02800000000002,-76.88199999999999,-17.405999999999977,-11.473999999999961,-86.20399999999995,-68.51799999999996,1.0
168.0,-45.02800000000003,-26.88199999999999,-7.4059999999999775,-31.47399999999996,-66.20399999999995,1.482000000000042,1.0
158.0,-25.028000000000027,-56.88199999999999,-7.4059999999999775,-131.47399999999996,-106.20399999999995,-128.51799999999997,1.0
158.0,-65.02800000000002,-46.88199999999999,-57.40599999999998,-141.47399999999996,-56.20399999999995,21.482000000000042,1.0
178.0,-75.02800000000002,-36.88199999999999,-17.405999999999977,-81.47399999999996,-36.20399999999995,-68.51799999999996,1.0
168.0,-65.02800000000002,-56.88199999999999,-27.405999999999977,-81.47399999999996,-116.20399999999995,-58.51799999999996,1.0
168.0,-75.02800000000002,-56.88199999999999,-47.40599999999998,-11.473999999999961,-16.20399999999995,-68.51799999999996,1.0
338.0,-95.02800000000002,-36.88199999999999,-7.4059999999999775,-81.47399999999996,-36.20399999999995,-118.51799999999996,1.0
358.0,-115.02800000000002,-36.88199999999999,122.59400000000002,-41.47399999999996,-46.20399999999995,-58.51799999999996,1.0
188.0,-25.028000000000027,-16.88199999999999,152.59400000000002,-41.47399999999996,-96.20399999999995,-28.517999999999958,1.0
378.0,-45.02800000000003,-116.88199999999999,92.59400000000002,-101.47399999999996,-16.20399999999995,-18.517999999999958,1.0
388.0,-55.02800000000003,-66.88199999999999,-7.4059999999999775,-71.47399999999996,-116.20399999999995,-58.51799999999996,1.0
418.0,-85.02800000000002,-96.88199999999999,72.59400000000002,-91.47399999999996,-86.20399999999995,-48.51799999999996,1.0
188.0,-25.028000000000027,-56.88199999999999,162.59400000000002,-91.47399999999996,-106.20399999999995,-88.51799999999996,1.0
168.0,-35.02800000000003,-56.88199999999999,-7.4059999999999775,-1.4739999999999611,-46.20399999999995,-128.51799999999997,1.0
168.0,-15.028000000000027,-86.88199999999999,-37.40599999999998,-31.47399999999996,-66.20399999999995,-78.51799999999996,1.0
148.0,-45.02800000000003,-56.88199999999999,-77.40599999999998,-51.47399999999996,-66.20399999999995,-88.51799999999996,1.0
148.0,-35.02800000000003,-26.88199999999999,-17.405999999999977,-51.47399999999996,-76.20399999999995,-88.51799999999996,1.0
168.0,-25.028000000000027,3.118000000000009,-27.405999999999977,-91.47399999999996,-66.20399999999995,-58.51799999999996,1.0
148.0,4.971999999999973,13.11800000000001,-77.40599999999998,-81.47399999999996,-76.20399999999995,-108.51799999999996,1.0
148.0,-25.028000000000027,-16.88199999999999,-57.40599999999998,-21.47399999999996,-76.20399999999995,-108.51799999999996,1.0
118.0,-35.02800000000003,-16.88199999999999,-27.405999999999977,-71.47399999999996,-76.20399999999995,-108.51799999999996,1.0
68.0,-5.028000000000027,-6.881999999999991,-17.405999999999977,-61.47399999999996,-76.20399999999995,-98.51799999999996,1.0
128.0,-25.028000000000027,-6.881999999999991,-27.405999999999977,-171.47399999999996,-76.20399999999995,-108.51799999999996,1.0
78.0,-25.028000000000027,-6.881999999999991,-17.405999999999977,-171.47399999999996,-66.20399999999995,-98.51799999999996,1.0
88.0,-15.028000000000027,-6.881999999999991,-17.405999999999977,-171.47399999999996,-66.20399999999995,-108.51799999999996,1.0
88.0,-25.028000000000027,-16.88199999999999,-17.405999999999977,-91.47399999999996,-66.20399999999995,-98.51799999999996,1.0
128.0,-35.02800000000003,-16.88199999999999,-7.4059999999999775,-71.47399999999996,-56.20399999999995,-98.51799999999996,1.0
138.0,-85.02800000000002,13.11800000000001,-27.405999999999977,-71.47399999999996,-46.20399999999995,-58.51799999999996,1.0
138.0,-15.028000000000027,-56.88199999999999,-17.405999999999977,-31.47399999999996,-26.20399999999995,-28.517999999999958,1.0
148.0,-45.02800000000003,-56.88199999999999,-17.405999999999977,-31.47399999999996,-46.20399999999995,1.482000000000042,1.0
148.0,-55.02800000000003,23.11800000000001,-47.40599999999998,-101.47399999999996,-66.20399999999995,-48.51799999999996,1.0
158.0,-65.02800000000002,-6.881999999999991,-47.40599999999998,-101.47399999999996,-56.20399999999995,-58.51799999999996,1.0
128.0,-75.02800000000002,13.11800000000001,-67.40599999999998,-141.47399999999996,-56.20399999999995,-38.51799999999996,1.0
128.0,-65.02800000000002,33.11800000000001,-77.40599999999998,-31.47399999999996,-86.20399999999995,-48.51799999999996,1.0
128.0,-75.02800000000002,33.11800000000001,-67.40599999999998,-41.47399999999996,-76.20399999999995,-38.51799999999996,1.0
128.0,-195.02800000000002,33.11800000000001,-87.40599999999998,-81.47399999999996,-76.20399999999995,-178.51799999999997,1.0
128.0,-65.02800000000002,33.11800000000001,-77.40599999999998,-81.47399999999996,-76.20399999999995,-38.51799999999996,1.0
148.0,-15.028000000000027,3.118000000000009,-67.40599999999998,-81.47399999999996,-26.20399999999995,-58.51799999999996,1.0
158.0,-35.02800000000003,-26.88199999999999,-17.405999999999977,-41.47399999999996,-106.20399999999995,-58.51799999999996,1.0
168.0,-35.02800000000003,-36.88199999999999,-27.405999999999977,-51.47399999999996,-96.20399999999995,-48.51799999999996,1.0
168.0,-75.02800000000002,-36.88199999999999,72.59400000000002,-61.47399999999996,-76.20399999999995,-118.51799999999996,1.0
168.0,-35.02800000000003,-16.88199999999999,142.59400000000002,-51.47399999999996,-46.20399999999995,-78.51799999999996,1.0
158.0,-65.02800000000002,-6.881999999999991,-47.40599999999998,-91.47399999999996,-106.20399999999995,-58.51799999999996,1.0
178.0,-5.028000000000027,-26.88199999999999,-27.405999999999977,-21.47399999999996,-66.20399999999995,-98.51799999999996,1.0
148.0,-5.028000000000027,-26.88199999999999,-37.40599999999998,-21.47399999999996,-66.20399999999995,-68.51799999999996,1.0
158.0,-35.02800000000003,-46.88199999999999,-27.405999999999977,-61.47399999999996,-56.20399999999995,-38.51799999999996,1.0
168.0,-15.028000000000027,-46.88199999999999,-17.405999999999977,-81.47399999999996,13.79600000000005,-38.51799999999996,1.0
158.0,-35.02800000000003,33.11800000000001,-17.405999999999977,-21.47399999999996,-46.20399999999995,-38.51799999999996,1.0
68.0,-15.028000000000027,43.11800000000001,-47.40599999999998,-131.47399999999996,-56.20399999999995,-118.51799999999996,1.0
88.0,4.971999999999973,-66.88199999999999,-107.40599999999998,-1.4739999999999611,-66.20399999999995,-8.517999999999958,1.0
128.0,-15.028000000000027,-26.88199999999999,-47.40599999999998,-1.4739999999999611,-96.20399999999995,-68.51799999999996,1.0
98.0,-45.02800000000003,3.118000000000009,-47.40599999999998,-1.4739999999999611,-36.20399999999995,-68.51799999999996,1.0
98.0,-45.02800000000003,-16.88199999999999,-77.40599999999998,8.526000000000039,-86.20399999999995,-8.517999999999958,1.0
98.0,-35.02800000000003,-46.88199999999999,-67.40599999999998,-71.47399999999996,-56.20399999999995,-78.51799999999996,1.0
98.0,34.97199999999997,3.118000000000009,-107.40599999999998,-41.47399999999996,-6.203999999999951,-28.517999999999958,1.0
158.0,44.97199999999997,-6.881999999999991,-47.40599999999998,-21.47399999999996,-36.20399999999995,-28.517999999999958,1.0
168.0,-45.02800000000003,-6.881999999999991,-27.405999999999977,-141.47399999999996,-56.20399999999995,-38.51799999999996,1.0
148.0,-85.02800000000002,-106.88199999999999,-17.405999999999977,-71.47399999999996,-36.20399999999995,-68.51799999999996,1.0
168.0,-45.02800000000003,-76.88199999999999,-27.405999999999977,-151.47399999999996,-66.20399999999995,-28.517999999999958,1.0
158.0,-25.028000000000027,-66.88199999999999,-37.40599999999998,-101.47399999999996,-26.20399999999995,21.482000000000042,1.0
188.0,-95.02800000000002,-16.88199999999999,-27.405999999999977,-101.47399999999996,-6.203999999999951,-88.51799999999996,1.0
188.0,-35.02800000000003,-56.88199999999999,-77.40599999999998,-71.47399999999996,-106.20399999999995,-88.51799999999996,1.0
138.0,-65.02800000000002,3.118000000000009,-7.4059999999999775,-21.47399999999996,-46.20399999999995,-128.51799999999997,1.0
138.0,24.971999999999973,-6.881999999999991,-37.40599999999998,-21.47399999999996,-36.20399999999995,-228.51799999999997,1.0
148.0,-15.028000000000027,-116.88199999999999,-27.405999999999977,-81.47399999999996,-76.20399999999995,-48.51799999999996,1.0
108.0,-15.028000000000027,-56.88199999999999,-87.40599999999998,-31.47399999999996,-106.20399999999995,-78.51799999999996,1.0
138.0,-35.02800000000003,-46.88199999999999,-27.405999999999977,-31.47399999999996,-46.20399999999995,-38.51799999999996,1.0
98.0,-65.02800000000002,-16.88199999999999,-57.40599999999998,28.52600000000004,-66.20399999999995,-38.51799999999996,1.0
128.0,-35.02800000000003,-26.88199999999999,-17.405999999999977,-1.4739999999999611,-116.20399999999995,-78.51799999999996,1.0
158.0,-45.02800000000003,-46.88199999999999,-57.40599999999998,-121.47399999999996,-66.20399999999995,-78.51799999999996,1.0
148.0,-75.02800000000002,-116.88199999999999,-67.40599999999998,-31.47399999999996,-106.20399999999995,-68.51799999999996,1.0
98.0,-35.02800000000003,-86.88199999999999,-57.40599999999998,-71.47399999999996,-106.20399999999995,-78.51799999999996,1.0
78.0,-15.028000000000027,-86.88199999999999,-87.40599999999998,-101.47399999999996,-86.20399999999995,-128.51799999999997,1.0
78.0,-65.02800000000002,-86.88199999999999,-87.40599999999998,-101.47399999999996,-86.20399999999995,-128.51799999999997,1.0
58.0,-95.02800000000002,-56.88199999999999,-137.40599999999998,-241.47399999999996,-196.20399999999995,-148.51799999999997,1.0
28.0,-55.02800000000003,-46.88199999999999,-127.40599999999998,-21.47399999999996,-206.20399999999995,-108.51799999999996,1.0
48.0,-65.02800000000002,-56.88199999999999,-147.40599999999998,-31.47399999999996,-216.20399999999995,-98.51799999999996,1.0
68.0,-65.02800000000002,-46.88199999999999,-97.40599999999998,-41.47399999999996,-206.20399999999995,-108.51799999999996,1.0
78.0,-75.02800000000002,-36.88199999999999,-117.40599999999998,-81.47399999999996,-216.20399999999995,-108.51799999999996,1.0
-100.0,-54.0,-50.0,-49.0,-61.0,-81.0,-84.0,2.0
-106.0,-53.0,-54.0,-50.0,-63.0,-79.0,-77.0,2.0
-102.0,-56.0,-54.0,-50.0,-71.0,-79.0,-77.0,2.0
-101.0,-57.0,-52.0,-51.0,-60.0,-89.0,-83.0,2.0
-100.0,-52.0,-54.0,-47.0,-61.0,-80.0,-86.0,2.0
-98.0,-56.0,-53.0,-53.0,-61.0,-87.0,-77.0,2.0
-104.0,-56.0,-58.0,-48.0,-59.0,-87.0,-92.0,2.0
-97.0,-51.0,-59.0,-53.0,-62.0,-82.0,-85.0,2.0
-98.0,-56.0,-57.0,-55.0,-66.0,-82.0,-85.0,2.0
-101.0,-53.0,-55.0,-46.0,-59.0,-81.0,-93.0,2.0
-101.0,-52.0,-58.0,-46.0,-57.0,-77.0,-77.0,2.0
-101.0,-49.0,-53.0,-47.0,-57.0,-80.0,-77.0,2.0
-102.0,-49.0,-54.0,-48.0,-62.0,-79.0,-75.0,2.0
-108.0,-51.0,-47.0,-51.0,-71.0,-79.0,-75.0,2.0
-112.0,-50.0,-49.0,-54.0,-71.0,-83.0,-82.0,2.0
-112.0,-54.0,-50.0,-50.0,-60.0,-84.0,-85.0,2.0
-100.0,-56.0,-50.0,-45.0,-61.0,-80.0,-80.0,2.0
-101.0,-49.0,-53.0,-48.0,-63.0,-84.0,-88.0,2.0
-100.0,-50.0,-55.0,-50.0,-66.0,-78.0,-75.0,2.0
-105.0,-55.0,-55.0,-53.0,-66.0,-79.0,-86.0,2.0
-98.0,-58.0,-54.0,-49.0,-62.0,-81.0,-88.0,2.0
-98.0,-56.0,-54.0,-49.0,-63.0,-81.0,-82.0,2.0
-99.0,-54.0,-55.0,-47.0,-66.0,-78.0,-86.0,2.0
-99.0,-53.0,-49.0,-49.0,-66.0,-76.0,-80.0,2.0
-97.0,-54.0,-48.0,-49.0,-65.0,-78.0,-81.0,2.0
-97.0,-53.0,-55.0,-49.0,-63.0,-78.0,-81.0,2.0
-98.0,-54.0,-53.0,-48.0,-64.0,-78.0,-79.0,2.0
-97.0,-54.0,-54.0,-48.0,-63.0,-78.0,-82.0,2.0
-97.0,-53.0,-55.0,-50.0,-63.0,-83.0,-82.0,2.0
-97.0,-55.0,-54.0,-47.0,-63.0,-78.0,-80.0,2.0
-98.0,-53.0,-54.0,-46.0,-63.0,-79.0,-82.0,2.0
-98.0,-52.0,-54.0,-47.0,-64.0,-79.0,-81.0,2.0
-98.0,-60.0,-54.0,-48.0,-63.0,-80.0,-83.0,2.0
-98.0,-54.0,-53.0,-47.0,-63.0,-85.0,-80.0,2.0
-99.0,-55.0,-55.0,-49.0,-67.0,-85.0,-80.0,2.0
-98.0,-58.0,-55.0,-49.0,-64.0,-78.0,-84.0,2.0
-98.0,-60.0,-56.0,-47.0,-66.0,-83.0,-85.0,2.0
-101.0,-52.0,-61.0,-52.0,-61.0,-82.0,-88.0,2.0
-100.0,-55.0,-58.0,-49.0,-67.0,-83.0,-88.0,2.0
-100.0,-52.0,-52.0,-56.0,-68.0,-81.0,-84.0,2.0
-101.0,-51.0,-58.0,-45.0,-65.0,-83.0,-84.0,2.0
-104.0,-60.0,-59.0,-40.0,-60.0,-81.0,-81.0,2.0
-104.0,-56.0,-56.0,-41.0,-63.0,-77.0,-80.0,2.0
-100.0,-57.0,-54.0,-50.0,-66.0,-83.0,-78.0,2.0
-101.0,-53.0,-51.0,-53.0,-67.0,-81.0,-83.0,2.0
-100.0,-53.0,-51.0,-50.0,-66.0,-79.0,-86.0,2.0
-99.0,-55.0,-54.0,-50.0,-72.0,-80.0,-88.0,2.0
-101.0,-52.0,-56.0,-48.0,-55.0,-81.0,-82.0,2.0
-105.0,-54.0,-59.0,-54.0,-62.0,-81.0,-82.0,2.0
-107.0,-51.0,-52.0,-48.0,-60.0,-78.0,-86.0,2.0
-101.0,-52.0,-57.0,-54.0,-59.0,-85.0,-88.0,2.0
-106.0,-55.0,-52.0,-50.0,-58.0,-78.0,-86.0,2.0
-103.0,-56.0,-51.0,-58.0,-58.0,-80.0,-86.0,2.0
-103.0,-51.0,-52.0,-57.0,-56.0,-81.0,-77.0,2.0
-98.0,-54.0,-50.0,-54.0,-59.0,-81.0,-77.0,2.0
-101.0,-53.0,-50.0,-55.0,-59.0,-80.0,-87.0,2.0
-100.0,-50.0,-54.0,-51.0,-59.0,-77.0,-75.0,2.0
-101.0,-53.0,-53.0,-51.0,-64.0,-79.0,-80.0,2.0
-100.0,-53.0,-50.0,-55.0,-66.0,-83.0,-82.0,2.0
-102.0,-57.0,-53.0,-49.0,-67.0,-83.0,-82.0,2.0
-97.0,-59.0,-56.0,-54.0,-64.0,-84.0,-78.0,2.0
-102.0,-57.0,-60.0,-43.0,-66.0,-77.0,-82.0,2.0
-98.0,-53.0,-52.0,-45.0,-62.0,-79.0,-78.0,2.0
-99.0,-53.0,-55.0,-57.0,-62.0,-80.0,-78.0,2.0
-100.0,-55.0,-54.0,-48.0,-67.0,-85.0,-81.0,2.0
-96.0,-53.0,-55.0,-48.0,-66.0,-79.0,-86.0,2.0
-95.0,-55.0,-53.0,-52.0,-60.0,-78.0,-86.0,2.0
-102.0,-56.0,-56.0,-60.0,-60.0,-78.0,-86.0,2.0
-102.0,-58.0,-54.0,-51.0,-60.0,-80.0,-82.0,2.0
-103.0,-56.0,-51.0,-55.0,-62.0,-85.0,-83.0,2.0
-99.0,-54.0,-49.0,-52.0,-58.0,-79.0,-86.0,2.0
-106.0,-59.0,-52.0,-63.0,-62.0,-76.0,-81.0,2.0
-104.0,-57.0,-51.0,-55.0,-65.0,-85.0,-85.0,2.0
-104.0,-57.0,-61.0,-59.0,-59.0,-85.0,-85.0,2.0
-104.0,-48.0,-56.0,-53.0,-62.0,-78.0,-81.0,2.0
-101.0,-55.0,-51.0,-49.0,-63.0,-81.0,-73.0,2.0
-98.0,-48.0,-52.0,-52.0,-62.0,-77.0,-80.0,2.0
-97.0,-56.0,-57.0,-47.0,-61.0,-76.0,-78.0,2.0
-100.0,-55.0,-58.0,-52.0,-64.0,-92.0,-79.0,2.0
-101.0,-52.0,-48.0,-52.0,-62.0,-78.0,-75.0,2.0
-101.0,-50.0,-51.0,-50.0,-62.0,-75.0,-75.0,2.0
-101.0,-55.0,-48.0,-49.0,-62.0,-79.0,-84.0,2.0
-102.0,-56.0,-48.0,-48.0,-63.0,-80.0,-91.0,2.0
-102.0,-58.0,-51.0,-52.0,-60.0,-81.0,-79.0,2.0
-101.0,-52.0,-46.0,-48.0,-60.0,-79.0,-80.0,2.0
-104.0,-52.0,-49.0,-49.0,-58.0,-77.0,-84.0,2.0
-97.0,-50.0,-52.0,-53.0,-61.0,-75.0,-79.0,2.0
-101.0,-52.0,-48.0,-44.0,-59.0,-80.0,-78.0,2.0
-99.0,-58.0,-49.0,-45.0,-66.0,-85.0,-79.0,2.0
-103.0,-52.0,-49.0,-50.0,-63.0,-79.0,-79.0,2.0
-101.0,-51.0,-53.0,-41.0,-64.0,-77.0,-79.0,2.0
-101.0,-52.0,-54.0,-52.0,-60.0,-83.0,-79.0,2.0
-102.0,-56.0,-53.0,-40.0,-65.0,-86.0,-80.0,2.0
-99.0,-58.0,-56.0,-44.0,-64.0,-80.0,-85.0,2.0
-99.0,-53.0,-54.0,-49.0,-63.0,-88.0,-85.0,2.0
-102.0,-57.0,-54.0,-44.0,-67.0,-85.0,-85.0,2.0
-98.0,-57.0,-52.0,-43.0,-69.0,-86.0,-85.0,2.0
-97.0,-50.0,-57.0,-49.0,-63.0,-81.0,-82.0,2.0
-100.0,-59.0,-53.0,-45.0,-74.0,-81.0,-81.0,2.0
-98.0,-55.0,-58.0,-47.0,-64.0,-78.0,-78.0,2.0
-103.0,-55.0,-54.0,-49.0,-60.0,-79.0,-84.0,2.0
-103.0,-58.0,-51.0,-51.0,-62.0,-79.0,-86.0,2.0
-105.0,-59.0,-51.0,-41.0,-59.0,-78.0,-77.0,2.0
-101.0,-54.0,-55.0,-49.0,-63.0,-81.0,-87.0,2.0
-104.0,-52.0,-57.0,-45.0,-67.0,-81.0,-86.0,2.0
-102.0,-55.0,-51.0,-57.0,-58.0,-86.0,-86.0,2.0
-97.0,-53.0,-50.0,-49.0,-67.0,-75.0,-77.0,2.0
-101.0,-55.0,-49.0,-49.0,-60.0,-80.0,-79.0,2.0
-98.0,-53.0,-54.0,-52.0,-64.0,-79.0,-84.0,2.0
-98.0,-49.0,-51.0,-45.0,-62.0,-79.0,-79.0,2.0
-106.0,-52.0,-53.0,-43.0,-68.0,-79.0,-79.0,2.0
-103.0,-55.0,-50.0,-50.0,-59.0,-79.0,-85.0,2.0
-100.0,-60.0,-57.0,-52.0,-61.0,-85.0,-84.0,2.0
-103.0,-63.0,-55.0,-54.0,-69.0,-84.0,-79.0,2.0
-104.0,-64.0,-54.0,-56.0,-70.0,-84.0,-78.0,2.0
-104.0,-64.0,-54.0,-54.0,-68.0,-85.0,-79.0,2.0
-104.0,-62.0,-55.0,-52.0,-67.0,-83.0,-75.0,2.0
-104.0,-60.0,-52.0,-54.0,-66.0,-85.0,-79.0,2.0
-103.0,-60.0,-55.0,-53.0,-72.0,-85.0,-78.0,2.0
-102.0,-59.0,-55.0,-47.0,-72.0,-79.0,-80.0,2.0
-103.0,-52.0,-56.0,-56.0,-63.0,-79.0,-80.0,2.0
-103.0,-55.0,-51.0,-49.0,-61.0,-82.0,-81.0,2.0
-105.0,-52.0,-51.0,-53.0,-64.0,-80.0,-81.0,2.0
-103.0,-51.0,-52.0,-52.0,-63.0,-84.0,-78.0,2.0
-104.0,-52.0,-52.0,-49.0,-62.0,-80.0,-80.0,2.0
-103.0,-52.0,-51.0,-54.0,-61.0,-79.0,-76.0,2.0
-103.0,-54.0,-52.0,-57.0,-62.0,-79.0,-79.0,2.0
-102.0,-59.0,-53.0,-54.0,-65.0,-77.0,-78.0,2.0
-105.0,-59.0,-48.0,-57.0,-66.0,-80.0,-77.0,2.0
-104.0,-57.0,-50.0,-52.0,-65.0,-79.0,-77.0,2.0
-103.0,-57.0,-51.0,-51.0,-65.0,-80.0,-80.0,2.0
-104.0,-57.0,-50.0,-51.0,-65.0,-79.0,-79.0,2.0
-104.0,-57.0,-49.0,-50.0,-66.0,-80.0,-80.0,2.0
-104.0,-56.0,-50.0,-56.0,-66.0,-81.0,-80.0,2.0
-104.0,-56.0,-50.0,-56.0,-69.0,-79.0,-78.0,2.0
-105.0,-58.0,-50.0,-52.0,-66.0,-78.0,-79.0,2.0
-105.0,-56.0,-50.0,-50.0,-67.0,-80.0,-81.0,2.0
-101.0,-56.0,-49.0,-52.0,-64.0,-83.0,-80.0,2.0
-104.0,-56.0,-47.0,-53.0,-61.0,-78.0,-79.0,2.0
-104.0,-57.0,-50.0,-52.0,-60.0,-78.0,-79.0,2.0
-105.0,-56.0,-46.0,-51.0,-62.0,-80.0,-80.0,2.0
-105.0,-57.0,-50.0,-54.0,-60.0,-80.0,-81.0,2.0
-104.0,-56.0,-50.0,-52.0,-60.0,-80.0,-80.0,2.0
